"currency","identifier","row","year","mean_ichange_proportional","lower_ichange_proportional","upper_ichange_proportional","k"
"abundance","rockies",2,1995,0.031204112373741,0.00380268586141941,0.0606288546364916,5
"abundance","rockies",3,1996,0.02542683066476,-0.000308701361533454,0.0528085580273437,5
"abundance","rockies",4,1997,0.0128500669605338,-0.00871947789208299,0.0357980126622944,5
"abundance","rockies",5,1998,-0.00562735969877363,-0.021181716528364,0.0108446099897609,5
"abundance","rockies",6,1999,-0.0272883998976746,-0.0384883731665212,-0.0165081832112305,5
"abundance","rockies",7,2000,-0.0486523799905371,-0.0601346013907644,-0.03946327420936,5
"abundance","rockies",8,2001,-0.0663465790655,-0.0792000702162644,-0.0549688060332794,5
"abundance","rockies",9,2002,-0.0776734446195292,-0.092835129256037,-0.0637821952822363,5
"abundance","rockies",10,2003,-0.0808892265245384,-0.0977341795480318,-0.0666585118440009,5
"abundance","rockies",11,2004,-0.0752899459292136,-0.0903952872686221,-0.0617325378946467,5
"abundance","rockies",12,2005,-0.061203364216935,-0.0746184017122687,-0.0470689485993241,5
"abundance","rockies",13,2006,-0.0399374685911375,-0.0502809679085587,-0.0264842797342314,5
"abundance","rockies",14,2007,-0.0136751893621584,-0.0244627231481162,0.000837673104332833,5
"abundance","rockies",15,2008,0.0147355147404822,0.00228464991172616,0.0321952430375286,5
"abundance","rockies",16,2009,0.0421441063183017,0.0282957711279567,0.0618760751421271,5
"abundance","rockies",17,2010,0.0656065745077571,0.0503826186196352,0.0855063437618564,5
"abundance","rockies",18,2011,0.0829507854024443,0.0682572064131497,0.0989219478027609,5
"abundance","rockies",19,2013,0.198951085521076,0.173725369054231,0.227176054151356,5
"abundance","rockies",20,2014,0.0937325909270162,0.0793034847105795,0.108077281887013,5
"abundance","rockies",21,2015,0.0868886197310988,0.0684337497793273,0.104545953109556,5
"abundance","rockies",22,2016,0.07914550617708,0.0533518745199537,0.101691847754,5
"abundance","rockies",23,2017,0.0730609066220808,0.0433505730126151,0.0987633504424932,5
"abundance","rockies",24,2018,0.0700172928697584,0.0385781140007902,0.0971182939324642,5
"scaled_energy","rockies",2,1995,0.0600241324911265,0.0349143556409624,0.0904507807191361,5
"scaled_energy","rockies",3,1996,0.0560111571438261,0.0322440692365835,0.0845171260365789,5
"scaled_energy","rockies",4,1997,0.0471739940136686,0.0263758951046559,0.0717273399192623,5
"scaled_energy","rockies",5,1998,0.0339473035948126,0.0163659624200911,0.0533087832274586,5
"scaled_energy","rockies",6,1999,0.0180029251855429,0.00322209650523579,0.0315044393264749,5
"scaled_energy","rockies",7,2000,0.00158888681979764,-0.00970933622760729,0.01362218247667,5
"scaled_energy","rockies",8,2001,-0.013042736533307,-0.0246914333303578,0.000365877368166996,5
"scaled_energy","rockies",9,2002,-0.0240466202283449,-0.0365154281315249,-0.00936503310225976,5
"scaled_energy","rockies",10,2003,-0.0302225294605248,-0.0436136005169967,-0.0152805015497985,5
"scaled_energy","rockies",11,2004,-0.0311128163891169,-0.0436516799438358,-0.0160354451828115,5
"scaled_energy","rockies",12,2005,-0.0270006032775305,-0.0370427648926382,-0.0146451167476461,5
"scaled_energy","rockies",13,2006,-0.0188357381398828,-0.0287470285531608,-0.00905960282376631,5
"scaled_energy","rockies",14,2007,-0.00809457759457745,-0.0191906048907843,0.0020931804935066,5
"scaled_energy","rockies",15,2008,0.00343134361740948,-0.00912900955678849,0.0162304756557134,5
"scaled_energy","rockies",16,2009,0.013914239060645,-0.000860081898695874,0.0281580410989626,5
"scaled_energy","rockies",17,2010,0.0218068237181751,0.00608533692546674,0.0373268456349254,5
"scaled_energy","rockies",18,2011,0.0261368165862476,0.0121167016061617,0.039146052156543,5
"scaled_energy","rockies",19,2013,0.051285034823682,0.0311269171644036,0.0727002359447358,5
"scaled_energy","rockies",20,2014,0.0181806301369479,0.00698809972284215,0.033599685555377,5
"scaled_energy","rockies",21,2015,0.0110622800455335,-0.00301367141952691,0.0305954805115101,5
"scaled_energy","rockies",22,2016,0.00436922248808073,-0.0141157930190796,0.0267375357036942,5
"scaled_energy","rockies",23,2017,-0.000451816281712061,-0.022928247961008,0.0252095177879772,5
"scaled_energy","rockies",24,2018,-0.00275224886452461,-0.0270446689290473,0.0247198661864571,5
"abundance","hartland",2,1995,0.0258880706305101,0.00819945304515534,0.0482574600483249,5
"abundance","hartland",3,1996,0.0229083738461628,0.00604943870837902,0.0440407219854637,5
"abundance","hartland",4,1997,0.0164776168763149,0.00147294830112562,0.0341914775451675,5
"abundance","hartland",5,1998,0.0071223416897044,-0.00504805339571804,0.020130281227011,5
"abundance","hartland",6,1999,-0.00370646866220746,-0.0123843695460756,0.00736449083302206,5
"abundance","hartland",7,2000,-0.0141736894415186,-0.0209255540686871,-0.00520357794894621,5
"abundance","hartland",8,2001,-0.0225197382266981,-0.0314962206250959,-0.0143922529879419,5
"abundance","hartland",9,2002,-0.0273935451946072,-0.0375871214406748,-0.0173216351053655,5
"abundance","hartland",10,2003,-0.0280533627475941,-0.0397920350516564,-0.0180574788594772,5
"abundance","hartland",11,2004,-0.0244551399129355,-0.0353053939607677,-0.0165373427583358,5
"abundance","hartland",12,2005,-0.0172504221320851,-0.0272460193507476,-0.00995607204711978,5
"abundance","hartland",13,2006,-0.0077031680455822,-0.0171812536172737,0.000100111150108263,5
"abundance","hartland",14,2007,0.00247767260892648,-0.0058848355310973,0.0106686404270006,5
"abundance","hartland",15,2008,0.0113919986585153,0.00169806444429363,0.0214504943933029,5
"abundance","hartland",16,2009,0.0172707055804631,0.00618976314093822,0.0289671688338161,5
"abundance","hartland",17,2010,0.0188149209704574,0.00755438840527704,0.0311425160206988,5
"abundance","hartland",18,2011,0.0154734491508877,0.00509924884922907,0.024538167539963,5
"abundance","hartland",19,2012,0.00757827687738788,-0.000326634423148347,0.0165262165293828,5
"abundance","hartland",20,2013,-0.00370831774322284,-0.010839922968823,0.00413684374187839,5
"abundance","hartland",21,2014,-0.0166262587129128,-0.0250325584410053,-0.00800736844465661,5
"abundance","hartland",22,2015,-0.0291732102970763,-0.0406480313463863,-0.0183848067374566,5
"abundance","hartland",23,2016,-0.0395116437387845,-0.0550610297972071,-0.0260635866130842,5
"abundance","hartland",24,2017,-0.0463785433869063,-0.0645669937534109,-0.0303281385711239,5
"abundance","hartland",25,2018,-0.0494917572940453,-0.0688521226317919,-0.0323053045889602,5
"scaled_energy","hartland",2,1995,0.121332257087568,0.0957618376672353,0.143249295714451,5
"scaled_energy","hartland",3,1996,0.11285528324133,0.0889281826242652,0.133203797776759,5
"scaled_energy","hartland",4,1997,0.0945212614913049,0.073757155753301,0.111188740476003,5
"scaled_energy","hartland",5,1998,0.0678090794962227,0.0510054916982008,0.0802626251515613,5
